"","year","date","guest_name"
"1210",2006,"2/9/06","Will Arnett"
"1211",2006,"3/13/06","Eric Burns"
"1212",2006,"3/14/06","Bart Ehrman"
"1213",2006,"3/15/06","Natalie Portman"
"1214",2006,"3/16/06","Vin Diesel"
"1215",2006,"3/20/06","Clive Owen"
"1216",2006,"3/21/06","Georges Sada"
"1217",2006,"3/22/06","Senator Russ Feingold"
"1218",2006,"3/23/06","Michael Mandelbaum"
"1219",2006,"3/27/06","Michael Gordon"
"1220",2006,"3/28/06","Fareed Zakaria"
"1221",2006,"3/29/06","Queen Latifah"
"1222",2006,"3/30/06","Sharon Stone"
"1223",2006,"3/7/06","Eugene Linden"
"1224",2006,"3/8/06","Neil Young"
"1225",2006,"3/9/06","Bruce Bartlett"
"1226",2006,"4/17/06","Jon Meacham"
"1227",2006,"4/18/06","Ryan Nerz"
"1228",2006,"4/19/06","Dennis Quaid"
"1229",2006,"4/20/06","Ted Kennedy"
"1230",2006,"4/24/06","Efraim Halevy"
"1231",2006,"4/25/06","Tom Selleck"
"1232",2006,"4/26/06","Kimberley Strassel"
"1233",2006,"4/27/06","Robin Williams"
"1234",2006,"4/3/06","Ricky Gervais"
"1235",2006,"4/4/06","Studs Terkel"
"1236",2006,"4/5/06","Tony Zinni"
"1237",2006,"4/6/06","Josh Hartnett"
"1238",2006,"5/1/06","Matthew Continetti"
"1239",2006,"5/10/06","Billy Connolly"
"1240",2006,"5/11/06","Francis Fukuyama"
"1241",2006,"5/15/06","Howard Dean"
"1242",2006,"5/16/06","Denis Leary"
"1243",2006,"5/17/06","Ramesh Ponnuru"
"1244",2006,"5/18/06","Willie Nelson"
"1245",2006,"5/2/06","Madeleine Albright"
"1246",2006,"5/3/06","Clark Kent Ervin"
"1247",2006,"5/4/06","John Malkovich"
"1248",2006,"5/8/06","David Remnick"
"1249",2006,"5/9/06","Eric Shawn"
"1250",2006,"6/12/06","Thomas Friedman"
"1251",2006,"6/13/06","Ken Mehlman"
"1252",2006,"6/14/06","Tim Russert"
"1253",2006,"6/15/06","Louis C.K."
"1254",2006,"6/19/06","Calvin Trillin"
"1255",2006,"6/20/06","Juliet Eilperin"
"1256",2006,"6/21/06","Anderson Cooper"
"1257",2006,"6/22/06","Adam Sandler"
"1258",2006,"6/26/06","Lance Armstrong"
"1259",2006,"6/27/06","Helen Thomas"
"1260",2006,"6/28/06","Al Gore"
"1261",2006,"6/29/06","Kevin Spacey"
"1262",2006,"6/5/06","Caroline Kennedy"
"1263",2006,"6/6/06","William John Bennett"
"1264",2006,"6/7/06","Bonnie Hunt"
"1265",2006,"6/8/06","Lily Tomlin"
"1266",2006,"7/10/06","Ilario Pantano"
"1267",2006,"7/11/06","John Dean"
"1268",2006,"7/12/06","Shawn Wayans"
"1269",2006,"7/13/06","Owen Wilson"
"1270",2006,"7/17/06","Gordon G. Chang"
"1271",2006,"7/18/06","M. Night Shyamalan"
"1272",2006,"7/19/06","James Maguire"
"1273",2006,"7/20/06","Paul Giamatti"
"1274",2006,"7/24/06","John McCain"
"1275",2006,"7/25/06","Edward Burns"
"1276",2006,"7/26/06","Sharon Weinberger"
"1277",2006,"7/27/06","Alon Ben-Meir"
"1278",2006,"7/31/06","Will Ferrell"
"1279",2006,"8/1/06","Vali Nasr"
"1280",2006,"8/10/06","Dale Earnhardt, Jr."
"1281",2006,"8/14/06","Thomas E. Ricks"
"1282",2006,"8/15/06","Samuel L. Jackson"
"1283",2006,"8/16/06","Thomas Kean"
"1284",2006,"8/17/06","Matt Dillon"
"1285",2006,"8/2/06","Chris Paine"
"1286",2006,"8/21/06","Reza Aslan"
"1287",2006,"8/22/06","William Cohen"
"1288",2006,"8/23/06","Frederick S. Lane"
"1289",2006,"8/24/06","Martin Short"
"1290",2006,"8/3/06","Danny DeVito"
"1291",2006,"8/8/06","Brian Williams"
"1292",2006,"8/9/06","Craig Glenday"
"1293",2006,"9/11/06","Maggie Gyllenhaal"
"1294",2006,"9/12/06","Gary Hart"
"1295",2006,"9/13/06","Ed Gillespie"
"1296",2006,"9/14/06","Norm Macdonald"
"1297",2006,"9/18/06","Bill Clinton"
"1298",2006,"9/19/06","Ben Affleck"
"1299",2006,"9/20/06","Johnny Knoxville"
"1300",2006,"9/21/06","CC Goldwater"
"1301",2006,"9/25/06","Pat Buchanan"
"1302",2006,"9/26/06","Pervez Musharraf"
"1303",2006,"9/27/06","Al Franken"
"1304",2006,"9/28/06","Jim McGreevey"
"1305",2007,"1/1/07","Meryl Streep"
"1306",2007,"1/1/07","Sam Sheridan"
"1307",2007,"1/10/07","Fmr. Gov. Mike Huckabee"
"1308",2007,"1/11/07","Peter O'Toole"
"1309",2007,"1/15/07","Josh Bernstein"
"1310",2007,"1/16/07","Michael Oren"
"1311",2007,"1/17/07","Jerry Rice"
"1312",2007,"1/18/07","Robin Wright Penn"
"1313",2007,"1/22/07","Gen. Rupert Smith"
"1314",2007,"1/23/07","Terry McAuliffe"
"1315",2007,"1/24/07","Scott McClellan"
"1316",2007,"1/25/07","Sen. Chuck Schumer"
"1317",2007,"1/29/07","Bill Gates"
"1318",2007,"1/30/07","Neil deGrasse Tyson"
"1319",2007,"1/31/07","Sen. Joe Biden"
"1320",2007,"1/8/07","Louis C.K."
"1321",2007,"1/9/07","Harry Frankfurt"
"1322",2007,"10/1/07","Jack Cafferty"
"1323",2007,"10/10/07","Lynne Cheney"
"1324",2007,"10/11/07","Howard Kurtz"
"1325",2007,"10/15/07","Tony Snow"
"1326",2007,"10/16/07","Stephen Colbert"
"1327",2007,"10/17/07","Jake Gyllenhaal"
"1328",2007,"10/18/07","Ben Affleck"
"1329",2007,"10/2/07","Chris Matthews"
"1330",2007,"10/29/07","Michael Gerson"
"1331",2007,"10/3/07","Ted Koppel"
"1332",2007,"10/30/07","Valerie Plame Wilson"
"1333",2007,"10/31/07","David Wright"
"1334",2007,"10/4/07","Jack Goldsmith"
"1335",2007,"10/8/07","Vicente Fox"
"1336",2007,"10/9/07","Tiki Barber"
"1337",2007,"11/1/07","Jerry Seinfeld"
"1338",2007,"2/1/07","Sienna Miller"
"1339",2007,"2/12/07","Jeffrey Rosen"
"1340",2007,"2/13/07","Christopher Horner"
"1341",2007,"2/14/07","Ishmael Beah"
"1342",2007,"2/15/07","Meredith Vieira"
"1343",2007,"2/26/07","Craig Newmark"
"1344",2007,"2/27/07","John Amaechi"
"1345",2007,"2/28/07","Jake Gyllenhaal"
"1346",2007,"2/5/07","Walter Scheib"
"1347",2007,"2/6/07","Mike Rowe"
"1348",2007,"2/7/07","Ralph Nader"
"1349",2007,"2/8/07","John Mellencamp"
"1350",2007,"3/1/07","Rev. Al Sharpton"
"1351",2007,"3/12/07","Sen. Christopher Dodd"
"1352",2007,"3/13/07","John Waters"
"1353",2007,"3/14/07","Zbigniew Brzezinski"
"1354",2007,"3/15/07","Sandra Bullock"
"1355",2007,"3/19/07","Stephen Prothero"
"1356",2007,"3/20/07","John Bolton"
"1357",2007,"3/21/07","Chris Hansen"
"1358",2007,"3/22/07","Don Cheadle"
"1359",2007,"3/26/07","Sen. John Kerry"
"1360",2007,"3/27/07","Dennis Miller"
"1361",2007,"3/28/07","Gov. Bill Richardson"
"1362",2007,"3/29/07","Philip Zimbardo"
"1363",2007,"3/5/07","Bob Woodruff"
"1364",2007,"3/6/07","Richard Jadick"
"1365",2007,"3/7/07","Wynton Marsalis"
"1366",2007,"3/8/07","John Bambenek"
"1367",2007,"3/8/07","Dr. Sharon Moalem"
"1368",2007,"4/10/07","Walter Isaacson"
"1369",2007,"4/11/07","Halle Berry"
"1370",2007,"4/12/07","Richard Preston"
"1371",2007,"4/16/07","Andrew Card"
"1372",2007,"4/17/07","Sig Hansen"
"1373",2007,"4/18/07","Ali Allawi"
"1374",2007,"4/19/07","Jeremy Scahill"
"1375",2007,"4/23/07","Matthew Cooper"
"1376",2007,"4/24/07","Sen. John McCain"
"1377",2007,"4/25/07","Garry Shandling"
"1378",2007,"4/26/07","Richard Gere"
"1379",2007,"4/30/07","Christopher Hitchens"
"1380",2007,"4/9/07","Bill Bradley"
"1381",2007,"5/1/07","Tobey Maguire"
"1382",2007,"5/10/07","Reza Aslan"
"1383",2007,"5/14/07","Jeremy Paxman"
"1384",2007,"5/15/07","Tim Russert"
"1385",2007,"5/16/07","Don Rickles"
"1386",2007,"5/17/07","Brink Lindsey"
"1387",2007,"5/2/07","Pierre Rehov"
"1388",2007,"5/21/07","Zaki Chehab"
"1389",2007,"5/22/07","Margaret Spellings"
"1390",2007,"5/23/07","Lt. Col. Kevin Robbins"
"1391",2007,"5/24/07","Al Gore"
"1392",2007,"5/3/07","Ted Koppel"
"1393",2007,"5/7/07","Lee Gutkind"
"1394",2007,"5/8/07","George Tenet"
"1395",2007,"5/9/07","Michael Beschloss"
"1396",2007,"6/11/07","David Steinberg"
"1397",2007,"6/12/07","Robert Shrum"
"1398",2007,"6/13/07","Allan Brandt"
"1399",2007,"6/14/07","Angelina Jolie"
"1400",2007,"6/18/07","Steve Carell"
"1401",2007,"6/19/07","Brian Williams"
"1402",2007,"6/20/07","Fareed Zakaria"
"1403",2007,"6/21/07","Greg Bear"
"1404",2007,"6/25/07","Steve Vogel"
"1405",2007,"6/26/07","Bruce Willis"
"1406",2007,"6/27/07","Michael Moore"
"1407",2007,"6/28/07","Claire Danes"
"1408",2007,"6/4/07","Rep. Ron Paul"
"1409",2007,"6/5/07","Paul Rudd"
"1410",2007,"6/6/07","Michael Barone"
"1411",2007,"6/7/07","Eddie Izzard"
"1412",2007,"7/16/07","Josh Rushing"
"1413",2007,"7/17/07","Christopher Walken"
"1414",2007,"7/18/07","Matt Groening"
"1415",2007,"7/19/07","Adam Sandler"
"1416",2007,"7/23/07","Neil deGrasse Tyson"
"1417",2007,"7/24/07","Robert Pallitto"
"1418",2007,"7/25/07","Rob Gifford"
"1419",2007,"7/26/07","Robert Dallek"
"1420",2007,"7/30/07","Alastair Campbell"
"1421",2007,"7/31/07","Lewis Gordon Pugh"
"1422",2007,"8/1/07","Jed Babbin"
"1423",2007,"8/13/07","Bill Kristol"
"1424",2007,"8/14/07","Denis Leary"
"1425",2007,"8/15/07","Stephen F. Hayes"
"1426",2007,"8/16/07","Sen. John McCain"
"1427",2007,"8/2/07","Matt Damon"
"1428",2007,"8/20/07","Nikolas Kozloff"
"1429",2007,"8/21/07","Alan Weisman"
"1430",2007,"8/22/07","Sen. Barack Obama"
"1431",2007,"8/23/07","Lt. Col. John Nagl"
"1432",2007,"8/7/07","Andy Samberg"
"1433",2007,"8/8/07","Sen. Joe Biden"
"1434",2007,"8/9/07","Tal Ben-Shahar"
"1435",2007,"9/10/07","Jeff Garlin"
"1436",2007,"9/11/07","Jodie Foster"
"1437",2007,"9/12/07","Robert Draper"
"1438",2007,"9/13/07","Douglas Farah"
"1439",2007,"9/18/07","Alan Greenspan"
"1440",2007,"9/19/07","Gen. Wesley Clark"
"1441",2007,"9/20/07","President Bill Clinton"
"1442",2007,"9/24/07","John Bowe"
"1443",2007,"9/25/07","President Evo Morales"
"1444",2007,"9/26/07","Jamie Foxx"
"1445",2007,"9/27/07","Ken Burns"
"1446",2008,"1/1/08","Peggy Noonan"
"1447",2008,"1/1/08","Tim Gunn"
"1448",2008,"1/1/08","Conan O'Brien"
"1449",2008,"1/10/08","Lou Dobbs"
"1450",2008,"1/14/08","Fareed Zakaria"
"1451",2008,"1/15/08","John Bolton"
"1452",2008,"1/16/08","Jonah Goldberg"
"1453",2008,"1/17/08","Allen Raymond"
"1454",2008,"1/21/08","Jon Meacham"
"1455",2008,"1/22/08","Jim Wallis"
"1456",2008,"1/23/08","P. J. O'Rourke"
"1457",2008,"1/24/08","Gerri Willis"
"1458",2008,"1/28/08","Phil Simms"
"1459",2008,"1/29/08","Doris Kearns Goodwin"
"1460",2008,"1/30/08","Peggy Noonan"
"1461",2008,"1/31/08","Karen Tumulty"
"1462",2008,"1/7/08","Ronald Seeber"
"1463",2008,"1/8/08","David Frum"
"1464",2008,"1/9/08","John Zogby"
"1465",2008,"10/1/08","Gideon Rose"
"1466",2008,"10/13/08","Amity Shlaes"
"1467",2008,"10/14/08","Ari Fleischer"
"1468",2008,"10/15/08","Richard Lewis"
"1469",2008,"10/16/08","Robert Reich"
"1470",2008,"10/2/08","Clint Eastwood"
"1471",2008,"10/20/08","Eugene Jarecki"
"1472",2008,"10/21/08","Christopher Buckley"
"1473",2008,"10/22/08","Tom Brokaw"
"1474",2008,"10/23/08","Jon Corzine"
"1475",2008,"10/27/08","Campbell Brown"
"1476",2008,"10/28/08","Steve Martin"
"1477",2008,"10/29/08","Barack Obama"
"1478",2008,"10/30/08","Bill Kristol"
"1479",2008,"10/6/08","Tim Robbins"
"1480",2008,"10/7/08","Sarah Vowell"
"1481",2008,"10/8/08","Michelle Obama"
"1482",2008,"10/9/08","Robert De Niro"
"1483",2008,"11/11/08","Thomas L. Friedman"
"1484",2008,"11/12/08","T. Boone Pickens"
"1485",2008,"11/13/08","Bill O'Reilly"
"1486",2008,"11/17/08","David Frost"
"1487",2008,"11/18/08","Denis Leary"
"1488",2008,"11/19/08","Jon Meacham"
"1489",2008,"11/20/08","Richard Belzer"
"1490",2008,"11/3/08","Doris Kearns Goodwin"
"1491",2008,"11/4/08","Indecision 2008 Live Election Night Special"
"1492",2008,"11/5/08","Chris Wallace"
"1493",2008,"11/6/08","Paul Rudd"
"1494",2008,"12/1/08","Anne Hathaway"
"1495",2008,"12/10/08","Don Rickles"
"1496",2008,"12/11/08","Philip Seymour Hoffman"
"1497",2008,"12/2/08","Calvin Trillin"
"1498",2008,"12/3/08","Arianna Huffington"
"1499",2008,"12/4/08","Ron Howard"
"1500",2008,"12/8/08","Matthew Alexander"
"1501",2008,"12/9/08","Mike Huckabee"
"1502",2008,"2/11/08","Philip Shenon"
"1503",2008,"2/12/08","Bill Kristol"
"1504",2008,"2/13/08","Mark Siegel"
"1505",2008,"2/14/08","Lee Siegel"
"1506",2008,"2/26/08","Madeleine Albright"
"1507",2008,"2/27/08","Allen Guelzo"
"1508",2008,"2/28/08","Brian Williams"
"1509",2008,"2/4/08","Stephen Colbert"
"1510",2008,"2/5/08","Chris Wallace"
"1511",2008,"2/6/08","Tom Brokaw"
"1512",2008,"2/7/08","Laton McCartney"
"1513",2008,"3/10/08","Lt. Gen. William B. Caldwell"
"1514",2008,"3/11/08","Grover G. Norquist"
"1515",2008,"3/12/08","Ronald Kessler"
"1516",2008,"3/13/08","Dana Perino"
"1517",2008,"3/17/08","Brian Fagan"
"1518",2008,"3/18/08","Jeffrey Sachs"
"1519",2008,"3/19/08","Arlen Specter"
"1520",2008,"3/20/08","Alex Kingsbury"
"1521",2008,"3/3/08","Hillary Clinton"
"1522",2008,"3/31/08","Chuck Hagel"
"1523",2008,"3/4/08","Ralph Nader"
"1524",2008,"3/5/08","Martin Fletcher"
"1525",2008,"3/6/08","Tom Daschle"
"1526",2008,"4/1/08","Simon LeVay"
"1527",2008,"4/10/08","Aram Roston"
"1528",2008,"4/14/08","Judd Apatow"
"1529",2008,"4/15/08","Jack Goldsmith"
"1530",2008,"4/16/08","Peter Steinfels"
"1531",2008,"4/17/08","Uma Thurman"
"1532",2008,"4/2/08","William Safire"
"1533",2008,"4/21/08","Barack Obama"
"1534",2008,"4/22/08","John Waters"
"1535",2008,"4/23/08","Howard Fineman"
"1536",2008,"4/24/08","Colin Firth"
"1537",2008,"4/28/08","President Jimmy Carter"
"1538",2008,"4/29/08","Newt Gingrich"
"1539",2008,"4/3/08","George Clooney"
"1540",2008,"4/30/08","Robert Schlesinger"
"1541",2008,"4/7/08","Nathan Lane"
"1542",2008,"4/8/08","Cokie Roberts"
"1543",2008,"4/9/08","Steve Coll"
"1544",2008,"5/1/08","Howard Dean"
"1545",2008,"5/12/08","Douglas J. Feith"
"1546",2008,"5/13/08","Bill Moyers"
"1547",2008,"5/14/08","John Harwood"
"1548",2008,"5/15/08","Denis Leary"
"1549",2008,"5/27/08","Matt Taibbi"
"1550",2008,"5/28/08","Fred Burton"
"1551",2008,"5/29/08","Richard A. Clarke"
"1552",2008,"5/5/08","Harry Reid"
"1553",2008,"5/6/08","Fareed Zakaria"
"1554",2008,"5/7/08","John McCain"
"1555",2008,"5/8/08","David D. Perlmutter"
"1556",2008,"6/10/08","Ralph Reed"
"1557",2008,"6/11/08","Rick Shenkman"
"1558",2008,"6/12/08","Richard Engel"
"1559",2008,"6/16/08","David Iglesias"
"1560",2008,"6/17/08","Lara Logan"
"1561",2008,"6/18/08","Steve Carell"
"1562",2008,"6/19/08","Mike Myers"
"1563",2008,"6/2/08","Scott McClellan"
"1564",2008,"6/23/08","James McAvoy"
"1565",2008,"6/24/08","James Harding"
"1566",2008,"6/25/08","Coldplay"
"1567",2008,"6/26/08","Ted Koppel"
"1568",2008,"6/3/08","David Sedaris"
"1569",2008,"6/4/08","Barbara Walters"
"1570",2008,"6/5/08","Adam Sandler"
"1571",2008,"6/9/08","Jim Webb"
"1572",2008,"7/14/08","Andrew Ward"
"1573",2008,"7/15/08","Pierce Brosnan"
"1574",2008,"7/16/08","Kenneth Pollack"
"1575",2008,"7/17/08","Maggie Gyllenhaal"
"1576",2008,"7/21/08","Richard Bitner"
"1577",2008,"7/22/08","Will Ferrell and John C. Reilly"
"1578",2008,"7/22/08","Will Ferrell and John C. Reilly"
"1579",2008,"7/23/08","T.J. English"
"1580",2008,"7/24/08","Geo Beach"
"1581",2008,"7/28/08","Rep. Nancy Pelosi"
"1582",2008,"7/29/08","Bill Bishop"
"1583",2008,"7/30/08","Ben Wattenberg"
"1584",2008,"7/31/08","Brian Williams"
"1585",2008,"8/11/08","Ron Suskind"
"1586",2008,"8/12/08","Mel Martinez"
"1587",2008,"8/13/08","Philip P. Pan"
"1588",2008,"8/14/08","Ben Stiller"
"1589",2008,"8/26/08","Tim Kaine"
"1590",2008,"8/27/08","Howard Dean"
"1591",2008,"8/28/08","Evan Bayh"
"1592",2008,"8/29/08","(no guest)"
"1593",2008,"8/4/08","Dennis Hopper"
"1594",2008,"8/5/08","Seth Rogen"
"1595",2008,"8/6/08","Chuck Schumer"
"1596",2008,"8/7/08","David Gregory"
"1597",2008,"9/15/08","Barton Gellman"
"1598",2008,"9/16/08","Ricky Gervais"
"1599",2008,"9/17/08","Charlize Theron"
"1600",2008,"9/18/08","Tony Blair"
"1601",2008,"9/2/08","Brian Williams"
"1602",2008,"9/23/08","Bill Clinton"
"1603",2008,"9/24/08","Aaron Eckhart"
"1604",2008,"9/25/08","Bob Schieffer"
"1605",2008,"9/29/08","Hooman Majd"
"1606",2008,"9/3/08","Newt Gingrich"
"1607",2008,"9/30/08","Bill Maher"
"1608",2008,"9/4/08","Mike Huckabee"
"1609",2008,"9/5/08","(no guest)"
"1610",2009,"1/12/09","Maxwell Kennedy"
"1611",2009,"1/13/09","Daniel Craig"
"1612",2009,"1/14/09","Fareed Zakaria"
"1613",2009,"1/15/09","Bethany McLean"
"1614",2009,"1/19/09","Abderrahim Foukara"
"1615",2009,"1/20/09","Rt. Rev. V. Gene Robinson"
"1616",2009,"1/21/09","David Sanger"
"1617",2009,"1/22/09","Liam Neeson"
"1618",2009,"1/26/09","President Jimmy Carter"
"1619",2009,"1/27/09","Gwen Ifill"
"1620",2009,"1/28/09","Neil DeGrasse Tyson"
"1621",2009,"1/29/09","P. W. Singer"
"1622",2009,"1/5/09","David Gregory"
"1623",2009,"1/6/09","Michael Wolff"
"1624",2009,"1/7/09","Rachel Maddow"
"1625",2009,"1/8/09","Dana Perino"
"1626",2009,"10/1/09","Joy Behar"
"1627",2009,"10/12/09","Janet Napolitano"
"1628",2009,"10/13/09","Chesley Sullenberger"
"1629",2009,"10/14/09","Barbara Ehrenreich"
"1630",2009,"10/15/09","Jennifer Burns"
"1631",2009,"10/26/09","Susie Essman"
"1632",2009,"10/27/09","Steven Levitt"
"1633",2009,"10/28/09","Dr. Mustafa Barghouti and Anna Baltzer"
"1634",2009,"10/28/09","Dr. Mustafa Barghouti and Anna Baltzer"
"1635",2009,"10/29/09","Wanda Sykes"
"1636",2009,"10/5/09","Sarah Vowell"
"1637",2009,"10/6/09","Ray Mabus"
"1638",2009,"10/7/09","William Kamkwamba"
"1639",2009,"10/8/09","David Gregory"
"1640",2009,"11/10/09","Serena Williams"
"1641",2009,"11/11/09","Clarence Clemons"
"1642",2009,"11/12/09","Jane Goodall"
"1643",2009,"11/16/09","Jake Adelstein"
"1644",2009,"11/17/09","Joe Biden"
"1645",2009,"11/18/09","Lou Dobbs"
"1646",2009,"11/19/09","Jack's Mannequin"
"1647",2009,"11/2/09","Bob Menendez"
"1648",2009,"11/3/09","David Plouffe"
"1649",2009,"11/30/09","Maziar Bahari"
"1650",2009,"11/4/09","Al Gore"
"1651",2009,"11/5/09","Susan Rice"
"1652",2009,"11/9/09","Kit Bond"
"1653",2009,"12/1/09","Thomas Friedman"
"1654",2009,"12/10/09","Gwen Ifill"
"1655",2009,"12/14/09","Sigourney Weaver"
"1656",2009,"12/15/09","Ray LaHood"
"1657",2009,"12/16/09","Hugh Grant"
"1658",2009,"12/2/09","Lance Armstrong"
"1659",2009,"12/3/09","Michael Specter"
"1660",2009,"12/7/09","Dan Rather"
"1661",2009,"12/8/09","Mike Huckabee"
"1662",2009,"12/9/09","Andrew Ross Sorkin"
"1663",2009,"2/10/09","Thomas Ricks"
"1664",2009,"2/11/09","Daniel Sperling"
"1665",2009,"2/12/09","John Sununu"
"1666",2009,"2/2/09","Lawrence Lindsey"
"1667",2009,"2/23/09","Jeff Bezos"
"1668",2009,"2/24/09","Ricky Gervais"
"1669",2009,"2/25/09","Tom Selleck"
"1670",2009,"2/26/09","Brian Williams"
"1671",2009,"2/3/09","Dev Patel"
"1672",2009,"2/4/09","Karen Greenberg"
"1673",2009,"2/5/09","Randall Balmer"
"1674",2009,"2/9/09","Walter Isaacson"
"1675",2009,"3/10/09","Craig Mullaney"
"1676",2009,"3/11/09","Paul Rudd"
"1677",2009,"3/12/09","Jim Cramer"
"1678",2009,"3/16/09","Gen. Richard B. Myers"
"1679",2009,"3/17/09","Ian McShane"
"1680",2009,"3/18/09","Nandan Nilekani"
"1681",2009,"3/19/09","Bruce Springsteen"
"1682",2009,"3/2/09","Harold Varmus"
"1683",2009,"3/3/09","Sandra Day O'Connor"
"1684",2009,"3/30/09","Jack Cafferty"
"1685",2009,"3/31/09","Seth Rogen"
"1686",2009,"3/4/09","Joe Nocera"
"1687",2009,"3/5/09","Billy Crudup"
"1688",2009,"3/9/09","Nathaniel Frank"
"1689",2009,"4/1/09","Peter R. Orszag"
"1690",2009,"4/14/09","Ron Darling"
"1691",2009,"4/15/09","Elizabeth Warren"
"1692",2009,"4/16/09","Ben Affleck"
"1693",2009,"4/2/09","Tom Zoellner"
"1694",2009,"4/20/09","Reza Aslan"
"1695",2009,"4/21/09","Ellen Johnson Sirleaf"
"1696",2009,"4/22/09","Philip Alcabes"
"1697",2009,"4/23/09","Richard Beeman"
"1698",2009,"4/27/09","Christine Lagarde"
"1699",2009,"4/28/09","Clifford May"
"1700",2009,"4/29/09","Doris Kearns Goodwin"
"1701",2009,"4/30/09","Hugh Jackman"
"1702",2009,"4/6/09","Michael J. Fox"
"1703",2009,"4/7/09","Jehan Al Sadat"
"1704",2009,"4/8/09","Nancy Pelosi"
"1705",2009,"4/9/09","William D. Cohan"
"1706",2009,"5/11/09","Frank Partnoy"
"1707",2009,"5/12/09","Tom Hanks"
"1708",2009,"5/13/09","Husain Haqqani"
"1709",2009,"5/14/09","Lisa P. Jackson"
"1710",2009,"5/18/09","Sarah Fisher"
"1711",2009,"5/19/09","Newt Gingrich"
"1712",2009,"5/20/09","Elizabeth Edwards"
"1713",2009,"5/21/09","Larry King"
"1714",2009,"5/4/09","Denis Leary"
"1715",2009,"5/5/09","Fareed Zakaria"
"1716",2009,"5/6/09","George Stephanopoulos"
"1717",2009,"5/7/09","Ken Salazar"
"1718",2009,"6/1/09","Bob Woodruff"
"1719",2009,"6/10/09","Saad Mohseni"
"1720",2009,"6/11/09","Katie Couric"
"1721",2009,"6/15/09","Ed Helms"
"1722",2009,"6/16/09","Tom Folsom"
"1723",2009,"6/17/09","Peter Laufer"
"1724",2009,"6/18/09","Mike Huckabee"
"1725",2009,"6/2/09","P.J. O'Rourke"
"1726",2009,"6/22/09","Bill Russell"
"1727",2009,"6/23/09","Larry David"
"1728",2009,"6/24/09","Reza Aslan"
"1729",2009,"6/25/09","Cameron Diaz"
"1730",2009,"6/29/09","Oliver Sacks"
"1731",2009,"6/3/09","Michael Lewis"
"1732",2009,"6/30/09","Mike Kim"
"1733",2009,"6/4/09","Will Ferrell"
"1734",2009,"6/8/09","Gretchen Peters"
"1735",2009,"6/9/09","Peter Schiff"
"1736",2009,"7/1/09","Justin Fox"
"1737",2009,"7/13/09","Barney Frank"
"1738",2009,"7/14/09","Peter Mancall"
"1739",2009,"7/15/09","Kathleen Sebelius"
"1740",2009,"7/16/09","Robert Glennon"
"1741",2009,"7/2/09","Robert Kenner"
"1742",2009,"7/20/09","Brian Williams"
"1743",2009,"7/21/09","Steven Chu"
"1744",2009,"7/22/09","Kevin Nealon"
"1745",2009,"7/23/09","Sally Jenkins"
"1746",2009,"7/27/09","Bill Kristol"
"1747",2009,"7/28/09","Spinal Tap"
"1748",2009,"7/29/09","John R. Bolton"
"1749",2009,"7/30/09","Judd Apatow"
"1750",2009,"8/10/09","Douglas Brinkley"
"1751",2009,"8/11/09","Austan Goolsbee"
"1752",2009,"8/12/09","Larry Lawton (skit)[4] and Jeff Sharlet (interview)"
"1753",2009,"8/12/09","Larry Lawton (skit)[4] and Jeff Sharlet (interview)"
"1754",2009,"8/13/09","Rachel McAdams"
"1755",2009,"8/17/09","David Cross"
"1756",2009,"8/18/09","Christopher McDougall"
"1757",2009,"8/19/09","Tim Gunn"
"1758",2009,"8/20/09","Betsy McCaughey"
"1759",2009,"8/3/09","Ronald Kessler"
"1760",2009,"8/4/09","Henry Waxman (D-CA)"
"1761",2009,"8/5/09","Paul Giamatti"
"1762",2009,"8/6/09","Dara Torres"
"1763",2009,"9/14/09","LeBron James"
"1764",2009,"9/15/09","Matt Damon"
"1765",2009,"9/16/09","Ricky Gervais"
"1766",2009,"9/17/09","President Bill Clinton"
"1767",2009,"9/22/09","Vali Nasr"
"1768",2009,"9/23/09","Tom Ridge"
"1769",2009,"9/24/09","Rod Blagojevich"
"1770",2009,"9/28/09","Bruce Bueno de Mesquita"
"1771",2009,"9/29/09","Ron Paul"
"1772",2009,"9/30/09","Jon Krakauer"
"1773",2010,"1/11/10","John Yoo"
"1774",2010,"1/12/10","Paul Ingrassia"
"1775",2010,"1/13/10","Ringo Starr and The Ben Harper Band"
"1776",2010,"1/13/10","Ringo Starr and The Ben Harper Band"
"1777",2010,"1/14/10","Tom Brokaw"
"1778",2010,"1/18/10","David M. Walker"
"1779",2010,"1/19/10","Colin Firth"
"1780",2010,"1/20/10","Jim Wallis"
"1781",2010,"1/21/10","Julie Andrews"
"1782",2010,"1/25/10","Bill Gates"
"1783",2010,"1/26/10","Elizabeth Warren"
"1784",2010,"1/27/10","Ethan Watters"
"1785",2010,"1/28/10","Doris Kearns Goodwin"
"1786",2010,"1/4/10","Michael Pollan"
"1787",2010,"1/5/10","George Lucas"
"1788",2010,"1/6/10","Michael Mullen"
"1789",2010,"1/7/10","Maggie Gyllenhaal"
"1790",2010,"10/11/10","Johnny Knoxville"
"1791",2010,"10/12/10","Eric Cantor"
"1792",2010,"10/13/10","Condoleezza Rice"
"1793",2010,"10/14/10","David Rakoff"
"1794",2010,"10/25/10","Austan Goolsbee"
"1795",2010,"10/26/10","Ted Kaufman"
"1796",2010,"10/27/10","President Barack Obama"
