"","year","date","guest_name"
"2373",2013,"5/23/13","Morgan Freeman"
"2374",2013,"5/6/13","Christiane Amanpour"
"2375",2013,"5/7/13","Mindy Kaling"
"2376",2013,"5/8/13","Carey Mulligan"
"2377",2013,"5/9/13","David Sedaris"
"2378",2013,"6/10/13","Seth Rogen"
"2379",2013,"6/11/13","Armando Iannucci"
"2380",2013,"6/12/13","Mavis Staples"
"2381",2013,"6/13/13","Fareed Zakaria"
"2382",2013,"6/17/13","Linda Cardellini"
"2383",2013,"6/18/13","Jim Gaffigan"
"2384",2013,"6/19/13","Dawn Porter"
"2385",2013,"6/20/13","Tom Brokaw"
"2386",2013,"6/24/13","Maggie Gyllenhaal"
"2387",2013,"6/25/13","Questlove"
"2388",2013,"6/26/13","Josh Fox"
"2389",2013,"6/27/13","Tom Goldstein"
"2390",2013,"6/3/13","Maxim Pozdorovkin & Mike Lerner"
"2391",2013,"6/3/13","Maxim Pozdorovkin & Mike Lerner"
"2392",2013,"6/4/13","Brian Williams"
"2393",2013,"6/5/13","Jon Favreau"
"2394",2013,"6/6/13","No Guest"
"2395",2013,"7/15/13","Aaron Sorkin"
"2396",2013,"7/16/13","Helen Mirren"
"2397",2013,"7/17/13","Reza Aslan"
"2398",2013,"7/18/13","Sarah Vowell"
"2399",2013,"7/22/13","Louis C.K."
"2400",2013,"7/23/13","Richard Haass"
"2401",2013,"7/24/13","Shailene Woodley"
"2402",2013,"7/25/13","Bob Bradley"
"2403",2013,"7/29/13","Mark Leibovich"
"2404",2013,"7/30/13","Tim Gunn"
"2405",2013,"7/31/13","Hank Azaria"
"2406",2013,"8/1/13","Colin Quinn"
"2407",2013,"8/12/13","Rand Paul"
"2408",2013,"8/13/13","Joshua Oppenheimer"
"2409",2013,"8/14/13","Regis Philbin"
"2410",2013,"8/15/13","Simon Pegg"
"2411",2013,"8/5/13","Neal Thompson"
"2412",2013,"8/6/13","Liam Hemsworth"
"2413",2013,"8/7/13","Lake Bell"
"2414",2013,"8/8/13","Kirsten Gillibrand"
"2415",2013,"9/10/13","Bill Dedman"
"2416",2013,"9/11/13","Bob Odenkirk & David Cross"
"2417",2013,"9/11/13","Bob Odenkirk & David Cross"
"2418",2013,"9/12/13","Billy Crystal"
"2419",2013,"9/16/13","Robert Reich"
"2420",2013,"9/17/13","Jake Gyllenhaal"
"2421",2013,"9/18/13","Hugh Jackman"
"2422",2013,"9/19/13","Chelsea Clinton"
"2423",2013,"9/24/13","Richard Dawkins"
"2424",2013,"9/25/13","Atoms for Peace"
"2425",2013,"9/26/13","Robin Williams"
"2426",2013,"9/3/13","Andrew Harper"
"2427",2013,"9/30/13","Bill O'Reilly"
"2428",2013,"9/4/13","Mario Livio"
"2429",2013,"9/5/13","Michael C. Hall"
"2430",2013,"9/9/13","Sheri Fink"
"2431",2014,"1/13/14","Roger Ross Williams"
"2432",2014,"1/14/14","Tim Gunn"
"2433",2014,"1/15/14","Robert Gates"
"2434",2014,"1/16/14","Steven Brill"
"2435",2014,"1/20/14","Marilynne Roach"
"2436",2014,"1/21/14","Theresa Payton"
"2437",2014,"1/22/14","Hari Sreenivasan"
"2438",2014,"1/23/14","Anjan Sundaram"
"2439",2014,"1/27/14","Jeff Garlin"
"2440",2014,"1/28/14","Louis C.K."
"2441",2014,"1/29/14","Johnny Knoxville"
"2442",2014,"1/30/14","Nancy Pelosi"
"2443",2014,"1/6/14","Oscar Isaac"
"2444",2014,"1/7/14","Steve Coogan"
"2445",2014,"1/8/14","Richard Cordray"
"2446",2014,"1/9/14","Scarlett Johansson"
"2447",2014,"10/1/14","Lena Dunham"
"2448",2014,"10/13/14","Matt Bai"
"2449",2014,"10/14/14","Zach Galifianakis"
"2450",2014,"10/15/14","Bill O'Reilly"
"2451",2014,"10/16/14","Bryan Stevenson"
"2452",2014,"10/2/14","Ben Steele"
"2453",2014,"10/27/14","Wendy Davis"
"2454",2014,"10/28/14","Joaquin Castro"
"2455",2014,"10/29/14","Ellar Coltrane"
"2456",2014,"10/30/14","Spoon"
"2457",2014,"10/6/14","Atul Gawande"
"2458",2014,"10/7/14","Wyatt Cenac"
"2459",2014,"10/8/14","Leon Panetta"
"2460",2014,"10/9/14","Jeremy Renner"
"2461",2014,"11/10/14","Bruce Springsteen & Frank Caruso"
"2462",2014,"11/10/14","Bruce Springsteen & Frank Caruso"
"2463",2014,"11/11/14","Samantha Power"
"2464",2014,"11/12/14","Steve Carell"
"2465",2014,"11/13/14","Maziar Bahari & Gael Garcí_a Bernal"
"2466",2014,"11/13/14","Maziar Bahari & Gael Garcí_a Bernal"
"2467",2014,"11/17/14","Laura Poitras"
"2468",2014,"11/18/14","Benedict Cumberbatch"
"2469",2014,"11/19/14","Jessica Chastain"
"2470",2014,"11/20/14","Eddie Redmayne"
"2471",2014,"11/3/14","Jake Gyllenhaal"
"2472",2014,"11/4/14","Reince Priebus"
"2473",2014,"11/5/14","John Cleese"
"2474",2014,"11/6/14","James Risen"
"2475",2014,"12/1/14","Andrew Napolitano"
"2476",2014,"12/10/14","Suki Kim"
"2477",2014,"12/11/14","Mick Foley"
"2478",2014,"12/15/14","Tim Burton"
"2479",2014,"12/16/14","Paul McCartney"
"2480",2014,"12/17/14","Anna Kendrick"
"2481",2014,"12/2/14","Sophie Delaunay"
"2482",2014,"12/3/14","Dave Grohl"
"2483",2014,"12/4/14","Angelina Jolie"
"2484",2014,"12/8/14","Norman Lear"
"2485",2014,"12/9/14","Kathryn Bigelow & Juan Zarate"
"2486",2014,"12/9/14","Kathryn Bigelow & Juan Zarate"
"2487",2014,"2/10/14","Ty Burrell"
"2488",2014,"2/11/14","Elizabeth Kolbert"
"2489",2014,"2/12/14","Joel Kinnaman"
"2490",2014,"2/18/14","Kevin Spacey"
"2491",2014,"2/19/14","David O. Russell"
"2492",2014,"2/20/14","Ronan Farrow"
"2493",2014,"2/24/14","Hooman Majd"
"2494",2014,"2/25/14","Michio Kaku"
"2495",2014,"2/26/14","Liam Neeson"
"2496",2014,"2/27/14","Kevin Roose"
"2497",2014,"2/3/14","Bill de Blasio"
"2498",2014,"2/4/14","Elizabeth Banks"
"2499",2014,"2/5/14","George Clooney"
"2500",2014,"2/6/14","Robyn Doolittle"
"2501",2014,"3/10/14","Paul Taylor"
"2502",2014,"3/11/14","Andrew Napolitano"
"2503",2014,"3/12/14","Jason Bateman"
"2504",2014,"3/13/14","Anita Hill"
"2505",2014,"3/24/14","Arianna Huffington"
"2506",2014,"3/25/14","Amy Yates Wuelfing & Gibby Haynes"
"2507",2014,"3/25/14","Amy Yates Wuelfing & Gibby Haynes"
"2508",2014,"3/26/14","Jude Law"
"2509",2014,"3/27/14","Nate Silver"
"2510",2014,"3/3/14","Seth MacFarlane"
"2511",2014,"3/31/14","Peter Dinklage"
"2512",2014,"3/4/14","Jim DeMint"
"2513",2014,"3/5/14","Rachel Maddow"
"2514",2014,"3/6/14","Kimberly Marten"
"2515",2014,"4/1/14","Michael Lewis"
"2516",2014,"4/10/14","Jennifer Garner"
"2517",2014,"4/2/14","Samuel L. Jackson"
"2518",2014,"4/21/14","Gina McCarthy"
"2519",2014,"4/22/14","Elizabeth Warren"
"2520",2014,"4/23/14","Robin Roberts"
"2521",2014,"4/24/14","Ramachandra Guha"
"2522",2014,"4/28/14","Mookie Wilson"
"2523",2014,"4/29/14","William D. Cohan"
"2524",2014,"4/3/14","Pelí©"
"2525",2014,"4/30/14","Martin Gilens & Benjamin Page"
"2526",2014,"4/30/14","Martin Gilens & Benjamin Page"
"2527",2014,"4/7/14","Matt Taibbi"
"2528",2014,"4/8/14","Denis Leary"
"2529",2014,"4/9/14","Colin Firth"
"2530",2014,"5/1/14","David Spade"
"2531",2014,"5/12/14","Martin Blaser"
"2532",2014,"5/13/14","Ron Suskind"
"2533",2014,"5/14/14","Blondie"
"2534",2014,"5/15/14","Jim Parsons"
"2535",2014,"5/19/14","James McAvoy"
"2536",2014,"5/20/14","Aneesh Chopra"
"2537",2014,"5/21/14","Timothy Geithner"
"2538",2014,"5/22/14","Drew Barrymore"
"2539",2014,"5/5/14","Mariano Rivera"
"2540",2014,"5/6/14","Peter Schuck"
"2541",2014,"5/7/14","Seth Rogen"
"2542",2014,"5/8/14","Katie Couric"
"2543",2014,"6/10/14","Sebastian Junger"
"2544",2014,"6/11/14","Charles Schumer"
"2545",2014,"6/12/14","Christopher Walken"
"2546",2014,"6/16/14","Howard Schultz"
"2547",2014,"6/17/14","Daniel Schulman"
"2548",2014,"6/18/14","Kevin Hart"
"2549",2014,"6/19/14","Hamid Al-Bayati"
"2550",2014,"6/2/14","Robert De Niro"
"2551",2014,"6/23/14","Bill Maher"
"2552",2014,"6/24/14","Jennifer Esposito"
"2553",2014,"6/25/14","Keira Knightley"
"2554",2014,"6/26/14","Melissa McCarthy"
"2555",2014,"6/3/14","Ricky Gervais"
"2556",2014,"6/4/14","Gihan Ibrahim"
"2557",2014,"6/5/14","Tom Cruise"
"2558",2014,"6/9/14","Philip K. Howard"
"2559",2014,"7/14/14","Dahlia Lithwick"
"2560",2014,"7/15/14","Hillary Clinton"
"2561",2014,"7/16/14","Jerry Seinfeld"
"2562",2014,"7/17/14","Emma Stone"
"2563",2014,"7/21/14","Sue Turton"
"2564",2014,"7/22/14","Richard Linklater"
"2565",2014,"7/23/14","George Takei"
"2566",2014,"7/24/14","Fareed Zakaria"
"2567",2014,"7/28/14","Sonia Nazario"
"2568",2014,"7/29/14","Sara Firth"
"2569",2014,"7/30/14","Maggie Gyllenhaal"
"2570",2014,"7/31/14","Aubrey Plaza"
"2571",2014,"8/26/14","David L. Rose"
"2572",2014,"8/27/14","Hassan Abbas"
"2573",2014,"8/28/14","Todd Glass"
"2574",2014,"8/4/14","Elisabeth Moss"
"2575",2014,"8/5/14","Helen Thorpe"
"2576",2014,"8/6/14","Wu-Tang Clan"
"2577",2014,"8/7/14","Tracy Droz Tragos"
"2578",2014,"9/10/14","Ban Ki-moon"
"2579",2014,"9/11/14","Tavis Smiley"
"2580",2014,"9/15/14","Ken Burns"
"2581",2014,"9/16/14","Bill Hader"
"2582",2014,"9/17/14","Zephyr Teachout"
"2583",2014,"9/18/14","Bill Clinton"
"2584",2014,"9/2/14","Ramita Navai"
"2585",2014,"9/22/14","Jenny Nordberg"
"2586",2014,"9/23/14","Tony Zinni"
"2587",2014,"9/24/14","Tia Torres"
"2588",2014,"9/25/14","Steven Johnson"
"2589",2014,"9/29/14","Hadi al-Bahra"
"2590",2014,"9/3/14","Rory Kennedy"
"2591",2014,"9/30/14","Ben Affleck"
"2592",2014,"9/4/14","Adam Levine"
"2593",2014,"9/9/14","Kirsten Gillibrand"
"2594",2015,"1/12/15","Jimmy Carter"
"2595",2015,"1/13/15","Marco Rubio"
"2596",2015,"1/14/15","Julianne Moore"
"2597",2015,"1/15/15","Sienna Miller"
"2598",2015,"1/19/15","Mike Huckabee"
"2599",2015,"1/20/15","Jennifer Lopez"
"2600",2015,"1/21/15","Anne Hathaway"
"2601",2015,"1/22/15","Jennifer Aniston"
"2602",2015,"1/26/15","Julian Castro"
"2603",2015,"1/28/15","Oscar Isaac"
"2604",2015,"1/29/15","Sarah Chayes"
"2605",2015,"1/5/15","Steven Brill"
"2606",2015,"1/6/15","Cass Sunstein"
"2607",2015,"1/7/15","Ava DuVernay"
"2608",2015,"1/8/15","Allison Williams"
"2609",2015,"2/10/15","David Axelrod"
"2610",2015,"2/11/15","Colin Firth"
"2611",2015,"2/2/15","Martin Short"
"2612",2015,"2/23/15","Christine Lagarde"
"2613",2015,"2/24/15","Lynsey Addario"
"2614",2015,"2/25/15","Conan O'Brien"
"2615",2015,"2/26/15","Olivia Wilde"
"2616",2015,"2/3/15","Bill Browder"
"2617",2015,"2/4/15","Wes Moore"
"2618",2015,"2/5/15","Bob Odenkirk"
"2619",2015,"2/9/15","Patricia Arquette"
"2620",2015,"3/10/15","Abbi Jacobson"
"2621",2015,"3/11/15","Common"
"2622",2015,"3/12/15","Rob Corddry"
"2623",2015,"3/16/15","Andrew Cockburn"
"2624",2015,"3/17/15","Amanda Seyfried"
"2625",2015,"3/18/15","Kevin Hart"
"2626",2015,"3/19/15","Will Ferrell"
"2627",2015,"3/2/15","Robert Smigel"
"2628",2015,"3/23/15","Ayaan Hirsi Ali"
"2629",2015,"3/24/15","Jon Ronson"
"2630",2015,"3/25/15","Kirby Dick"
"2631",2015,"3/26/15","John Hargrove"
"2632",2015,"3/3/15","Sigourney Weaver"
"2633",2015,"3/4/15","Viacheslav Fetisov"
"2634",2015,"3/5/15","Gerald Posner"
"2635",2015,"3/9/15","John Lewis"
"2636",2015,"4/13/15","Adam Horovitz"
"2637",2015,"4/14/15","Fareed Zakaria"
"2638",2015,"4/15/15","Billy Crystal"
"2639",2015,"4/16/15","Eric Greitens"
"2640",2015,"4/20/15","Gayle Tzemach Lemmon"
"2641",2015,"4/21/15","Jeff Garlin"
"2642",2015,"4/22/15","Dana Perino"
"2643",2015,"4/23/15","Neil deGrasse Tyson"
"2644",2015,"4/27/15","Elizabeth Olsen"
"2645",2015,"4/28/15","George Stephanopoulos"
"2646",2015,"4/29/15","Judith Miller"
"2647",2015,"4/30/15","Kristen Wiig"
"2648",2015,"4/6/15","Gene Baur"
"2649",2015,"4/7/15","Peter Dinklage"
"2650",2015,"4/8/15","Tavis Smiley"
"2651",2015,"4/9/15","Elizabeth Warren"
"2652",2015,"5/11/15","John Legend"
"2653",2015,"5/12/15","Tom Brokaw"
"2654",2015,"5/13/15","Reza Aslan"
"2655",2015,"5/14/15","Rebel Wilson"
"2656",2015,"5/26/15","Rand Paul"
"2657",2015,"5/27/15","Rosabeth Moss Kanter"
"2658",2015,"5/28/15","Matt Harvey"
"2659",2015,"5/4/15","Brian Grazer"
"2660",2015,"5/5/15","Willie Nelson"
"2661",2015,"5/6/15","Ernest Moniz"
"2662",2015,"5/7/15","Mumford & Sons"
"2663",2015,"6/1/15","Stanley McChrystal"
"2664",2015,"6/10/15","Colin Quinn"
"2665",2015,"6/11/15","Mark Ruffalo"
"2666",2015,"6/15/15","Judd Apatow"
"2667",2015,"6/16/15","Aziz Ansari"
"2668",2015,"6/17/15","Bill Clinton"
"2669",2015,"6/18/15","Malala Yousafzai"
"2670",2015,"6/2/15","Bill de Blasio"
"2671",2015,"6/22/15","Al Franken"
"2672",2015,"6/23/15","Seth MacFarlane"
"2673",2015,"6/24/15","Andrew Napolitano"
"2674",2015,"6/25/15","Richard Lewis"
"2675",2015,"6/29/15","Taylor Schilling"
"2676",2015,"6/3/15","Melissa McCarthy"
"2677",2015,"6/30/15","Jon Hamm"
"2678",2015,"6/4/15","Steve Buscemi"
"2679",2015,"6/8/15","Nicola Sturgeon"
"2680",2015,"6/9/15","Nick Offerman"
"2681",2015,"7/1/15","Kirsten Gillibrand"
"2682",2015,"7/2/15","Sarah Vowell"
"2683",2015,"7/20/15","Paul Rudd"
"2684",2015,"7/21/15","Barack Obama"
"2685",2015,"7/22/15","Jake Gyllenhaal"
"2686",2015,"7/23/15","Ta-Nehisi Coates"
"2687",2015,"7/27/15","David McCullough"
"2688",2015,"7/28/15","Tom Cruise"
"2689",2015,"7/29/15","Doris Kearns Goodwin"
"2690",2015,"7/30/15","J. J. Abrams"
"2691",2015,"8/3/15","Amy Schumer"
"2692",2015,"8/4/15","Denis Leary"
"2693",2015,"8/5/15","Louis C.K."
